payment_id,customer_id,amount,payment_method,failure_reason,timestamp,initial_action,recovered,recovery_time_hours
P000319,C01763,2052.85,Card,bank_timeout,2026-01-22 21:05:00,stop,False,
P000320,C00561,3523.23,UPI,expired_card,2026-02-17 10:05:00,escalate,False,
P000321,C02941,3299.92,Card,insufficient_balance,2026-06-19 23:35:00,retry,True,23.0
P000322,C00072,14993.04,Card,bank_timeout,2026-05-17 03:39:00,escalate,True,43.0
P000323,C02957,10164.57,UPI,card_declined,2026-04-24 01:42:00,message,True,21.0
P000324,C03174,2949.4,NetBanking,limit_exceeded,2026-02-16 12:03:00,stop,False,
P000325,C00194,6715.39,Card,insufficient_balance,2026-05-06 05:04:00,message,True,60.0
P000326,C00269,1247.6,UPI,limit_exceeded,2026-05-30 07:07:00,escalate,False,
P000327,C01165,1857.75,UPI,bank_timeout,2026-03-20 10:36:00,payment_link,True,42.0
P000328,C02320,3886.88,UPI,expired_card,2026-03-11 22:26:00,escalate,False,
P000329,C02522,2876.39,Card,bank_timeout,2026-01-17 16:21:00,retry,False,
P000330,C00046,5502.0,UPI,network_error,2026-01-24 13:40:00,message,True,1.0
P000331,C01690,3076.17,NetBanking,expired_card,2026-02-23 14:41:00,retry,False,
P000332,C01886,1754.49,UPI,bank_timeout,2026-03-17 11:09:00,payment_link,True,70.0
P000333,C03011,16755.3,NetBanking,insufficient_balance,2026-06-20 04:57:00,escalate,False,
P000334,C01575,1366.45,Card,card_declined,2026-05-05 04:05:00,message,True,68.0
P000335,C00265,2337.92,Card,expired_card,2026-04-02 21:57:00,payment_link,False,
P000336,C01898,2192.56,Card,bank_timeout,2026-01-09 13:14:00,retry,False,
P000337,C03930,2909.86,UPI,insufficient_balance,2026-01-11 11:04:00,payment_link,True,15.0
P000338,C01097,372.54,NetBanking,insufficient_balance,2026-03-11 19:33:00,escalate,False,
P000339,C01012,3421.82,Card,insufficient_balance,2026-03-19 01:33:00,message,False,
P000340,C03199,5699.39,NetBanking,bank_timeout,2026-01-09 00:49:00,message,True,68.0
P000341,C01603,2142.57,UPI,bank_timeout,2026-06-22 04:13:00,escalate,False,
P000342,C02630,5619.39,Card,card_declined,2026-03-08 22:06:00,payment_link,True,70.0
P000343,C03287,6677.13,UPI,card_declined,2026-03-13 04:40:00,stop,False,
P000344,C01619,1684.64,UPI,bank_timeout,2026-05-24 10:50:00,retry,True,59.0
P000345,C03719,3527.53,Card,bank_timeout,2026-04-18 09:28:00,escalate,True,57.0
P000346,C01846,5888.28,UPI,expired_card,2026-04-20 10:52:00,stop,False,
P000347,C03764,5716.77,Card,insufficient_balance,2026-06-27 15:28:00,stop,False,
P000348,C00001,2173.13,Card,insufficient_balance,2026-05-28 04:07:00,retry,False,
P000349,C00653,2212.82,UPI,insufficient_balance,2026-01-06 06:38:00,escalate,False,
P000350,C03270,6304.47,UPI,insufficient_balance,2026-06-15 15:53:00,payment_link,False,
P000351,C01878,5357.08,UPI,network_error,2026-06-22 00:15:00,retry,True,67.0
P000352,C00442,1083.38,UPI,card_declined,2026-02-02 03:15:00,payment_link,False,
P000353,C02389,1676.68,UPI,insufficient_balance,2026-03-21 02:40:00,payment_link,True,65.0
P000354,C03860,5719.8,Card,insufficient_balance,2026-01-22 04:56:00,escalate,False,
P000355,C00977,7417.77,Card,insufficient_balance,2026-05-24 10:52:00,escalate,False,
P000356,C00425,1633.59,NetBanking,insufficient_balance,2026-01-28 08:46:00,payment_link,True,36.0
P000357,C03619,6323.86,UPI,card_declined,2026-03-19 10:59:00,retry,True,44.0
P000358,C01695,3857.07,UPI,bank_timeout,2026-01-04 20:11:00,stop,False,
P000359,C01950,394.44,UPI,card_declined,2026-02-19 15:24:00,payment_link,True,20.0
P000360,C03994,3399.62,UPI,insufficient_balance,2026-05-04 03:24:00,message,True,38.0
P000361,C00401,2023.42,UPI,bank_timeout,2026-02-09 21:24:00,payment_link,False,
P000362,C00044,3534.26,NetBanking,limit_exceeded,2026-04-19 04:50:00,escalate,True,27.0
P000363,C01488,1924.82,UPI,network_error,2026-01-07 14:18:00,payment_link,True,47.0
P000364,C01587,502.36,NetBanking,network_error,2026-01-26 19:08:00,retry,True,41.0
P000365,C02121,3389.93,UPI,insufficient_balance,2026-02-21 12:30:00,retry,True,31.0
P000366,C00824,3577.77,UPI,expired_card,2026-03-02 09:11:00,stop,False,
P000367,C03897,1590.39,UPI,card_declined,2026-02-20 11:41:00,message,False,
P000368,C00393,1800.08,Card,network_error,2026-02-25 07:00:00,escalate,True,47.0
P000369,C03423,2106.31,UPI,bank_timeout,2026-01-18 21:52:00,stop,False,
P000370,C00577,556.88,Card,network_error,2026-06-24 04:51:00,stop,False,
P000371,C02495,1465.84,UPI,card_declined,2026-04-12 11:56:00,message,False,
P000372,C02143,3243.93,Card,network_error,2026-01-09 03:48:00,payment_link,False,
P000373,C00141,1008.71,Card,insufficient_balance,2026-02-02 04:01:00,payment_link,False,
P000374,C01881,785.48,UPI,network_error,2026-04-22 10:41:00,stop,False,
P000375,C00308,736.33,UPI,bank_timeout,2026-04-25 03:10:00,retry,True,44.0
P000376,C03707,3141.06,Card,insufficient_balance,2026-02-18 02:44:00,payment_link,False,
P000377,C03625,23068.41,UPI,network_error,2026-04-25 11:31:00,retry,False,
P000378,C00458,1636.48,UPI,insufficient_balance,2026-05-16 08:40:00,payment_link,True,21.0
P000379,C02319,813.64,Card,bank_timeout,2026-05-01 16:48:00,stop,False,
P000380,C01528,1574.57,Card,bank_timeout,2026-05-22 13:24:00,stop,True,30.0
P000381,C00212,1974.06,Card,network_error,2026-03-26 08:53:00,message,True,40.0
P000382,C02305,2979.86,Card,card_declined,2026-03-23 12:51:00,message,False,
P000383,C03916,4384.81,UPI,insufficient_balance,2026-05-24 16:43:00,message,False,
P000384,C03390,2986.6,Card,insufficient_balance,2026-03-17 16:25:00,message,True,59.0
P000385,C00141,1892.14,UPI,bank_timeout,2026-04-23 23:26:00,escalate,True,72.0
P000386,C02849,2215.93,NetBanking,network_error,2026-03-29 04:32:00,escalate,False,
P000387,C01934,5001.69,UPI,network_error,2026-05-12 21:47:00,payment_link,True,37.0
P000388,C02788,7401.45,NetBanking,limit_exceeded,2026-05-07 06:53:00,message,True,71.0
P000389,C03373,2959.77,Card,network_error,2026-02-17 13:30:00,escalate,False,
P000390,C00613,4443.3,UPI,bank_timeout,2026-01-01 20:16:00,escalate,True,54.0
P000391,C03507,2827.24,UPI,limit_exceeded,2026-04-17 19:53:00,stop,False,
P000392,C00006,528.57,UPI,bank_timeout,2026-05-30 16:15:00,escalate,True,11.0
P000393,C03240,463.95,Card,network_error,2026-01-16 18:56:00,payment_link,True,52.0
P000394,C01939,1549.72,Card,network_error,2026-03-02 09:20:00,message,False,
P000395,C00328,956.08,NetBanking,network_error,2026-04-14 15:51:00,escalate,True,54.0
P000396,C00379,4353.55,Card,insufficient_balance,2026-04-04 00:34:00,message,True,55.0
P000397,C00780,6658.66,UPI,network_error,2026-05-22 08:16:00,payment_link,True,40.0
P000398,C01609,3729.1,Card,limit_exceeded,2026-03-18 16:02:00,retry,True,20.0
P000399,C00279,4720.12,UPI,limit_exceeded,2026-01-24 17:47:00,retry,False,
P000400,C01548,4198.56,Card,bank_timeout,2026-02-14 10:02:00,stop,False,
P000401,C02798,965.15,UPI,card_declined,2026-03-26 04:57:00,escalate,True,25.0
P000402,C00364,2148.41,UPI,bank_timeout,2026-05-08 23:47:00,retry,False,
P000403,C00239,20641.65,UPI,network_error,2026-05-12 06:26:00,message,True,67.0
P000404,C02045,2770.22,Card,network_error,2026-06-19 02:16:00,payment_link,False,
P000405,C03050,18704.69,UPI,insufficient_balance,2026-03-15 02:02:00,message,True,47.0
P000406,C01834,1499.16,UPI,insufficient_balance,2026-01-08 08:29:00,message,False,
P000407,C03931,2632.25,UPI,network_error,2026-06-06 06:28:00,escalate,True,46.0
P000408,C03926,1655.99,Card,insufficient_balance,2026-06-23 14:13:00,payment_link,True,66.0
P000409,C02156,2348.58,NetBanking,card_declined,2026-02-17 18:06:00,stop,False,
P000410,C01419,2718.45,UPI,card_declined,2026-02-09 14:19:00,escalate,False,
P000411,C03420,1743.03,Card,limit_exceeded,2026-02-19 23:03:00,stop,False,
P000412,C01641,735.14,UPI,insufficient_balance,2026-02-06 00:34:00,message,True,50.0
P000413,C02903,3233.48,UPI,bank_timeout,2026-03-16 22:17:00,escalate,False,
P000414,C01411,1383.85,Card,bank_timeout,2026-06-01 20:25:00,escalate,False,
P000415,C02638,20728.94,UPI,network_error,2026-01-21 11:15:00,message,True,45.0
P000416,C01429,27630.54,UPI,card_declined,2026-03-02 01:45:00,message,True,32.0
P000417,C01755,928.39,Card,card_declined,2026-05-04 05:33:00,escalate,False,
P000418,C03580,1077.85,UPI,network_error,2026-06-02 21:18:00,payment_link,True,42.0
P000419,C00689,2487.69,NetBanking,bank_timeout,2026-06-08 14:10:00,payment_link,False,
P000420,C00067,891.2,UPI,insufficient_balance,2026-05-25 22:47:00,stop,False,
P000421,C03087,2438.21,UPI,network_error,2026-01-10 10:22:00,payment_link,True,11.0
P000422,C00262,11958.92,UPI,card_declined,2026-05-21 09:52:00,retry,False,
P000423,C01836,6169.04,Card,card_declined,2026-02-23 01:28:00,message,False,
P000424,C00071,1384.84,UPI,expired_card,2026-04-10 22:38:00,retry,False,
P000425,C00289,492.8,Card,card_declined,2026-05-17 03:12:00,message,False,
P000426,C02076,1257.78,Card,bank_timeout,2026-03-08 13:41:00,retry,True,68.0
P000427,C01651,5276.99,UPI,insufficient_balance,2026-04-10 22:33:00,stop,False,
P000428,C03512,2661.58,Card,limit_exceeded,2026-01-04 01:55:00,message,False,
P000429,C00839,1750.36,UPI,bank_timeout,2026-03-15 09:58:00,message,True,29.0
P000430,C01406,2047.85,Card,network_error,2026-04-13 16:43:00,retry,True,64.0
P000431,C01482,2669.69,Card,bank_timeout,2026-05-03 22:01:00,message,False,
P000432,C03111,1641.95,Card,network_error,2026-02-07 20:27:00,retry,True,1.0
P000433,C01381,1384.59,UPI,limit_exceeded,2026-01-17 22:58:00,message,True,42.0
P000434,C03562,1298.72,NetBanking,bank_timeout,2026-01-15 04:28:00,escalate,True,40.0
P000435,C02067,2972.7,Card,insufficient_balance,2026-01-19 08:38:00,payment_link,True,20.0
P000436,C00140,4372.92,UPI,insufficient_balance,2026-05-13 13:03:00,payment_link,True,64.0
P000437,C00307,4812.36,NetBanking,expired_card,2026-06-07 12:07:00,escalate,False,
P000438,C02310,2869.22,UPI,expired_card,2026-01-12 19:42:00,message,False,
P000439,C01114,970.53,UPI,expired_card,2026-03-22 02:08:00,payment_link,True,70.0
P000440,C03218,1240.16,NetBanking,insufficient_balance,2026-05-13 21:19:00,payment_link,True,29.0
P000441,C00721,1585.03,UPI,network_error,2026-06-25 14:48:00,message,True,57.0
P000442,C01342,2230.75,NetBanking,network_error,2026-02-13 02:45:00,retry,True,57.0
P000443,C02061,2765.55,Card,insufficient_balance,2026-01-30 10:50:00,message,True,55.0
P000444,C02240,2931.82,UPI,insufficient_balance,2026-02-27 17:06:00,retry,False,
P000445,C03831,2497.12,UPI,bank_timeout,2026-02-08 13:30:00,escalate,False,
P000446,C02078,5504.36,UPI,insufficient_balance,2026-02-14 10:07:00,retry,True,3.0
P000447,C03964,2971.01,Card,insufficient_balance,2026-03-07 15:02:00,payment_link,False,
P000448,C01261,2109.82,Card,card_declined,2026-03-01 18:47:00,stop,False,
P000449,C02908,2095.99,Card,bank_timeout,2026-06-29 17:34:00,stop,False,
P000450,C00467,19096.97,UPI,card_declined,2026-01-08 06:37:00,stop,False,
P000451,C03346,2244.53,Card,insufficient_balance,2026-01-11 14:44:00,message,False,
P000452,C03277,1942.32,UPI,insufficient_balance,2026-01-12 16:42:00,retry,False,
P000453,C02492,4665.88,UPI,insufficient_balance,2026-02-09 06:52:00,stop,False,
P000454,C02961,5399.54,UPI,bank_timeout,2026-06-03 20:59:00,stop,True,1.0
P000455,C00750,2934.83,UPI,network_error,2026-06-11 09:26:00,payment_link,True,43.0
P000456,C01264,1526.77,UPI,insufficient_balance,2026-03-21 01:54:00,message,False,
P000457,C01093,5442.68,UPI,bank_timeout,2026-02-26 17:28:00,escalate,False,
P000458,C00221,11111.28,UPI,expired_card,2026-02-25 11:04:00,message,False,
P000459,C03073,895.55,UPI,network_error,2026-06-27 19:21:00,retry,False,
P000460,C01257,3379.23,Card,insufficient_balance,2026-03-31 02:25:00,payment_link,False,
P000461,C03001,2350.85,Card,card_declined,2026-02-19 00:48:00,escalate,False,
P000462,C02716,2190.51,Card,network_error,2026-01-16 10:46:00,payment_link,False,
P000463,C01484,999.06,UPI,card_declined,2026-06-02 01:48:00,payment_link,True,67.0
P000464,C00987,2083.9,NetBanking,network_error,2026-03-10 23:47:00,retry,True,29.0
P000465,C01232,2321.0,Card,insufficient_balance,2026-06-11 09:04:00,stop,False,
P000466,C00698,2048.01,UPI,expired_card,2026-04-21 09:03:00,escalate,True,16.0
P000467,C00730,1636.5,UPI,bank_timeout,2026-01-23 06:47:00,stop,False,
P000468,C01738,3910.92,UPI,expired_card,2026-04-22 07:07:00,payment_link,True,30.0
P000469,C01654,1892.51,UPI,network_error,2026-05-16 09:24:00,message,True,58.0
P000470,C00833,3591.09,Card,card_declined,2026-02-12 06:10:00,retry,False,
P000471,C00070,4054.08,Card,insufficient_balance,2026-04-18 19:46:00,stop,True,17.0
P000472,C02974,1243.74,UPI,insufficient_balance,2026-03-27 21:28:00,stop,False,
P000473,C01980,4065.14,Card,limit_exceeded,2026-03-03 09:47:00,escalate,True,63.0
P000474,C03077,1662.4,UPI,card_declined,2026-06-15 23:01:00,message,True,42.0
P000475,C03667,1731.24,UPI,network_error,2026-04-06 08:25:00,escalate,False,
P000476,C02124,37574.94,UPI,insufficient_balance,2026-03-18 17:53:00,message,False,
P000477,C02397,1010.41,UPI,bank_timeout,2026-04-01 04:20:00,stop,False,
P000478,C02967,672.65,Card,expired_card,2026-06-19 06:51:00,payment_link,False,
P000479,C03224,1651.63,Card,insufficient_balance,2026-06-26 05:34:00,payment_link,False,
P000480,C00419,1142.34,UPI,card_declined,2026-03-20 13:32:00,message,False,
P000481,C02099,3452.66,Card,network_error,2026-05-11 09:59:00,escalate,False,
P000482,C01411,1028.79,Card,card_declined,2026-01-17 16:42:00,escalate,False,
P000483,C01991,1606.54,UPI,expired_card,2026-01-17 20:03:00,stop,False,
P000484,C00192,3947.79,Card,card_declined,2026-01-01 00:48:00,retry,True,35.0
P000485,C03247,1960.92,UPI,bank_timeout,2026-06-14 00:25:00,payment_link,True,36.0
P000486,C01360,2673.75,UPI,insufficient_balance,2026-06-02 06:29:00,message,False,
P000487,C02236,2663.17,UPI,card_declined,2026-02-25 23:59:00,payment_link,True,52.0
P000488,C03325,2726.3,UPI,card_declined,2026-03-16 21:07:00,escalate,False,
P000489,C00548,5983.41,UPI,bank_timeout,2026-04-13 10:03:00,escalate,False,
P000490,C03778,448.9,UPI,expired_card,2026-05-26 19:37:00,retry,False,
P000491,C03026,1597.81,NetBanking,bank_timeout,2026-01-20 12:08:00,stop,False,
P000492,C00923,1860.63,NetBanking,card_declined,2026-06-05 08:29:00,stop,False,
P000493,C03670,2604.05,UPI,network_error,2026-05-09 12:11:00,stop,False,
P000494,C01188,5196.53,NetBanking,network_error,2026-03-19 11:41:00,retry,True,52.0
P000495,C00790,2304.86,NetBanking,network_error,2026-06-03 21:29:00,stop,False,
P000496,C02562,1468.44,Card,card_declined,2026-05-25 02:25:00,escalate,True,71.0
P000497,C02414,1468.1,UPI,bank_timeout,2026-04-09 01:31:00,retry,True,15.0
P000498,C03464,3344.27,Card,card_declined,2026-04-11 02:04:00,escalate,False,
P000499,C00399,4731.89,Card,card_declined,2026-03-13 04:26:00,payment_link,True,70.0
P000500,C03072,1621.88,NetBanking,card_declined,2026-02-08 12:27:00,escalate,False,
P000501,C01578,4549.15,UPI,network_error,2026-05-21 06:32:00,stop,False,
P000502,C01422,1155.32,UPI,network_error,2026-05-10 20:47:00,stop,False,
P000503,C03434,1298.71,UPI,bank_timeout,2026-05-16 09:38:00,stop,False,
P000504,C02921,1953.19,UPI,insufficient_balance,2026-06-05 07:39:00,stop,False,
P000505,C01230,1730.22,UPI,limit_exceeded,2026-01-19 08:05:00,retry,False,
P000506,C01649,1400.36,Card,network_error,2026-03-31 21:01:00,escalate,False,
P000507,C02901,7979.2,UPI,card_declined,2026-06-06 02:42:00,message,False,
P000508,C02607,3326.52,Card,card_declined,2026-04-01 06:03:00,escalate,False,
P000509,C02598,4977.3,UPI,network_error,2026-04-09 00:45:00,retry,True,19.0
P000510,C02283,880.24,UPI,insufficient_balance,2026-01-21 21:21:00,retry,True,28.0
P000511,C01277,6131.94,UPI,network_error,2026-01-19 13:36:00,payment_link,True,56.0
P000512,C02789,6658.61,UPI,expired_card,2026-03-26 12:58:00,retry,False,
P000513,C02931,3183.52,Card,limit_exceeded,2026-06-13 08:00:00,stop,False,
P000514,C03281,2193.55,Card,insufficient_balance,2026-01-04 10:36:00,stop,False,
P000515,C00388,6821.16,UPI,network_error,2026-05-19 22:58:00,message,True,39.0
P000516,C00780,1611.79,UPI,limit_exceeded,2026-05-07 15:20:00,message,True,41.0
P000517,C03575,7605.39,Card,bank_timeout,2026-01-28 11:10:00,message,False,
P000518,C00280,4432.69,UPI,card_declined,2026-04-12 06:47:00,stop,False,
P000519,C02275,1109.8,UPI,card_declined,2026-02-13 17:24:00,message,False,
P000520,C02372,1493.06,UPI,expired_card,2026-06-28 22:31:00,retry,False,
P000521,C00639,933.33,NetBanking,insufficient_balance,2026-04-20 01:02:00,payment_link,False,
P000522,C01445,5304.23,Card,card_declined,2026-03-23 01:07:00,message,True,13.0
P000523,C00081,3047.16,UPI,bank_timeout,2026-03-08 01:29:00,stop,False,
P000524,C00918,2811.99,Card,bank_timeout,2026-06-15 10:00:00,stop,False,
P000525,C02606,1896.1,UPI,network_error,2026-02-02 03:33:00,stop,False,
P000526,C00506,2881.58,UPI,insufficient_balance,2026-06-08 10:35:00,escalate,False,
P000527,C02996,2046.78,Card,network_error,2026-05-18 21:58:00,retry,True,71.0
P000528,C02143,9019.84,NetBanking,network_error,2026-05-12 17:56:00,retry,True,18.0
P000529,C02573,2272.62,UPI,insufficient_balance,2026-05-25 20:12:00,escalate,False,
P000530,C01464,3251.31,NetBanking,limit_exceeded,2026-06-15 21:59:00,retry,True,27.0
P000531,C01841,986.2,UPI,card_declined,2026-02-22 12:02:00,message,True,28.0
P000532,C00757,973.35,Card,network_error,2026-03-08 08:17:00,escalate,False,
P000533,C00276,7203.38,Card,network_error,2026-02-09 04:43:00,message,True,66.0
P000534,C00992,1365.56,Card,insufficient_balance,2026-01-30 01:43:00,stop,False,
P000535,C03193,3721.45,UPI,card_declined,2026-04-10 09:59:00,escalate,False,
P000536,C02891,4878.23,NetBanking,card_declined,2026-04-26 16:21:00,retry,False,
P000537,C03580,936.14,UPI,insufficient_balance,2026-03-17 01:06:00,escalate,True,61.0
P000538,C03189,1678.23,Card,insufficient_balance,2026-03-19 13:55:00,escalate,True,1.0
P000539,C01672,6141.16,UPI,insufficient_balance,2026-01-16 00:26:00,message,False,
P000540,C02912,2129.3,UPI,bank_timeout,2026-05-05 00:31:00,payment_link,True,3.0
P000541,C03880,2683.41,UPI,network_error,2026-06-06 03:46:00,payment_link,True,54.0
P000542,C03666,4167.33,NetBanking,limit_exceeded,2026-03-31 11:17:00,payment_link,True,4.0
P000543,C01931,4130.05,UPI,expired_card,2026-05-03 21:41:00,retry,False,
P000544,C02661,1394.15,UPI,insufficient_balance,2026-05-18 16:52:00,payment_link,False,
P000545,C00230,3103.24,Card,bank_timeout,2026-03-04 16:12:00,escalate,False,
P000546,C02566,4990.55,Card,insufficient_balance,2026-02-17 16:09:00,stop,False,
P000547,C02784,3739.13,UPI,insufficient_balance,2026-06-16 20:52:00,stop,False,
P000548,C03046,3819.1,UPI,insufficient_balance,2026-05-19 19:45:00,escalate,False,
P000549,C00988,1376.35,UPI,expired_card,2026-06-10 22:16:00,payment_link,False,
P000550,C02830,2093.5,UPI,card_declined,2026-02-25 03:29:00,payment_link,True,2.0
P000551,C01846,4000.27,UPI,network_error,2026-05-16 01:08:00,message,False,
P000552,C00160,5248.64,Card,expired_card,2026-02-01 13:47:00,message,False,
P000553,C01953,1400.56,NetBanking,insufficient_balance,2026-03-03 14:16:00,retry,False,
P000554,C00401,1924.37,UPI,insufficient_balance,2026-01-10 09:35:00,message,False,
P000555,C02238,3448.7,Card,network_error,2026-05-18 09:55:00,retry,False,
P000556,C02639,4544.29,UPI,insufficient_balance,2026-05-18 13:11:00,escalate,True,34.0
P000557,C01943,859.82,UPI,card_declined,2026-06-24 00:25:00,message,False,
